package_name,trial_id,landmark_index,landmark_name,error_mm,passed,tracking_quality,protocol,operator_id,apple_vision_pro_id,anatomy,tre_group_id
case_bonereg_tibia_pit_marker_trial_20260712_173757_511_model_on_20260712_174048,trial_20260712_173757_511,51,G8 T_8-8,1.358587,True,0.6708,Fixed k=10,OP-01,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180520_877_model_on_20260712_180813,trial_20260712_180520_877,1,G1 T_1-2,0.967664,True,0.6708,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180520_877_model_on_20260712_180813,trial_20260712_180520_877,4,G1 T_1-5,0.71386,True,0.82,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180520_877_model_on_20260712_180813,trial_20260712_180520_877,18,G3 T_3-6,1.508891,True,0.82,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180520_877_model_on_20260712_180813,trial_20260712_180520_877,23,G4 T_4-6,0.87943,True,0.49364,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180520_877_model_on_20260712_180813,trial_20260712_180520_877,38,G6 T_6-6,0.535087,True,0.82,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180520_877_model_on_20260712_180813,trial_20260712_180520_877,40,G7 T_7-1,1.298311,True,1.0,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180520_877_model_on_20260712_180813,trial_20260712_180520_877,51,G8 T_8-8,1.323516,True,0.86,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_180845_975_model_on_20260712_181128,trial_20260712_180845_975,0,G1 T_1-1,0.626262,True,1.0,Adaptive,OP-02,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_180845_975_model_on_20260712_181128,trial_20260712_180845_975,19,G3 T_3-7,1.105017,True,0.49364,Adaptive,OP-02,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_180845_975_model_on_20260712_181128,trial_20260712_180845_975,35,G6 T_6-2,1.280776,True,0.82,Adaptive,OP-02,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_180845_975_model_on_20260712_181128,trial_20260712_180845_975,37,G6 T_6-5,1.35608,True,0.482976,Adaptive,OP-02,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_180845_975_model_on_20260712_181128,trial_20260712_180845_975,52,G8 T_8-7,1.182014,True,1.0,Adaptive,OP-02,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_180845_975_model_on_20260712_181128,trial_20260712_180845_975,54,G8 T_8-21,1.163394,True,0.82,Adaptive,OP-02,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_180845_975_model_on_20260712_181128,trial_20260712_180845_975,55,G8 T_8-16,1.143131,True,1.0,Adaptive,OP-02,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_181217_208_model_on_20260712_181354,trial_20260712_181217_208,1,G1 T_1-2,2.230095,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181217_208_model_on_20260712_181354,trial_20260712_181217_208,4,G1 T_1-5,2.445666,True,1.0,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181217_208_model_on_20260712_181354,trial_20260712_181217_208,18,G3 T_3-6,1.326386,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181217_208_model_on_20260712_181354,trial_20260712_181217_208,23,G4 T_4-6,2.044217,True,0.6708,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181217_208_model_on_20260712_181354,trial_20260712_181217_208,38,G6 T_6-6,1.288728,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181217_208_model_on_20260712_181354,trial_20260712_181217_208,40,G7 T_7-1,2.120158,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181217_208_model_on_20260712_181354,trial_20260712_181217_208,51,G8 T_8-8,2.939272,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181424_988_model_on_20260712_181545,trial_20260712_181424_988,2,G1 T_1-3,3.685338,False,0.6708,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181424_988_model_on_20260712_181545,trial_20260712_181424_988,7,G1 T_1-13,1.261593,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181424_988_model_on_20260712_181545,trial_20260712_181424_988,8,G1 T_1-14,4.031908,False,1.0,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181424_988_model_on_20260712_181545,trial_20260712_181424_988,14,G2 T_2-12,2.016165,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181424_988_model_on_20260712_181545,trial_20260712_181424_988,30,G5 T_5-4,4.335774,False,0.42588,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181424_988_model_on_20260712_181545,trial_20260712_181424_988,50,G8 T_8-19,1.965243,True,0.6708,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181424_988_model_on_20260712_181545,trial_20260712_181424_988,53,G8 T_8-12,1.831287,True,0.82,Fixed k=10,OP-02,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181626_870_model_on_20260712_181824,trial_20260712_181626_870,7,G1 T_1-13,1.833697,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181626_870_model_on_20260712_181824,trial_20260712_181626_870,8,G1 T_1-14,3.616697,False,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181626_870_model_on_20260712_181824,trial_20260712_181626_870,14,G2 T_2-12,1.200126,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181626_870_model_on_20260712_181824,trial_20260712_181626_870,2,G1 T_1-3,1.21473,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181626_870_model_on_20260712_181824,trial_20260712_181626_870,30,G5 T_5-4,2.43204,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181626_870_model_on_20260712_181824,trial_20260712_181626_870,50,G8 T_8-19,2.66144,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181626_870_model_on_20260712_181824,trial_20260712_181626_870,53,G8 T_8-12,2.227294,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_181857_489_model_on_20260712_182014,trial_20260712_181857_489,1,G1 T_1-2,2.79818,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181857_489_model_on_20260712_182014,trial_20260712_181857_489,4,G1 T_1-5,2.684687,True,1.0,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181857_489_model_on_20260712_182014,trial_20260712_181857_489,18,G3 T_3-6,2.171526,True,0.35,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181857_489_model_on_20260712_182014,trial_20260712_181857_489,23,G4 T_4-6,2.055156,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181857_489_model_on_20260712_182014,trial_20260712_181857_489,38,G6 T_6-6,3.885512,False,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181857_489_model_on_20260712_182014,trial_20260712_181857_489,40,G7 T_7-1,1.693671,True,0.86,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_181857_489_model_on_20260712_182014,trial_20260712_181857_489,51,G8 T_8-8,2.650598,True,0.82,Fixed k=10,OP-03,VP-B,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_182049_138_model_on_20260712_182215,trial_20260712_182049_138,0,G1 T_1-1,1.273169,True,0.82,Fixed k=10,OP-03,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_182049_138_model_on_20260712_182215,trial_20260712_182049_138,19,G3 T_3-7,2.669368,True,0.6708,Fixed k=10,OP-03,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_182049_138_model_on_20260712_182215,trial_20260712_182049_138,35,G6 T_6-2,2.633295,True,0.42588,Fixed k=10,OP-03,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_182049_138_model_on_20260712_182215,trial_20260712_182049_138,37,G6 T_6-5,2.152909,True,0.82,Fixed k=10,OP-03,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_182049_138_model_on_20260712_182215,trial_20260712_182049_138,52,G8 T_8-7,1.635398,True,0.82,Fixed k=10,OP-03,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_182049_138_model_on_20260712_182215,trial_20260712_182049_138,54,G8 T_8-21,0.502862,True,1.0,Fixed k=10,OP-03,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_182049_138_model_on_20260712_182215,trial_20260712_182049_138,55,G8 T_8-16,1.451359,True,0.42588,Fixed k=10,OP-03,VP-A,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183120_277_model_on_20260712_183354,trial_20260712_183120_277,0,G1 T_1-1,0.760202,True,1.0,Adaptive,OP-03,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183120_277_model_on_20260712_183354,trial_20260712_183120_277,19,G3 T_3-7,0.969859,True,0.82,Adaptive,OP-03,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183120_277_model_on_20260712_183354,trial_20260712_183120_277,35,G6 T_6-2,1.08081,True,0.82,Adaptive,OP-03,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183120_277_model_on_20260712_183354,trial_20260712_183120_277,37,G6 T_6-5,0.489286,True,0.6708,Adaptive,OP-03,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183120_277_model_on_20260712_183354,trial_20260712_183120_277,52,G8 T_8-7,1.031141,True,0.82,Adaptive,OP-03,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183120_277_model_on_20260712_183354,trial_20260712_183120_277,54,G8 T_8-21,0.477503,True,0.82,Adaptive,OP-03,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183120_277_model_on_20260712_183354,trial_20260712_183120_277,55,G8 T_8-16,1.015876,True,1.0,Adaptive,OP-03,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_183420_879_model_on_20260712_183945,trial_20260712_183420_879,1,G1 T_1-2,1.270331,True,0.82,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_183420_879_model_on_20260712_183945,trial_20260712_183420_879,4,G1 T_1-5,1.286255,True,0.82,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_183420_879_model_on_20260712_183945,trial_20260712_183420_879,18,G3 T_3-6,1.432028,True,1.0,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_183420_879_model_on_20260712_183945,trial_20260712_183420_879,23,G4 T_4-6,0.405614,True,0.6708,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_183420_879_model_on_20260712_183945,trial_20260712_183420_879,38,G6 T_6-6,0.819311,True,0.82,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_183420_879_model_on_20260712_183945,trial_20260712_183420_879,40,G7 T_7-1,1.178774,True,0.49364,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_183420_879_model_on_20260712_183945,trial_20260712_183420_879,51,G8 T_8-8,0.508773,True,0.6708,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_3
case_bonereg_tibia_pit_marker_trial_20260712_184135_263_model_on_20260712_184358,trial_20260712_184135_263,2,G1 T_1-3,0.880474,True,1.0,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_184135_263_model_on_20260712_184358,trial_20260712_184135_263,7,G1 T_1-13,0.708748,True,1.0,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_184135_263_model_on_20260712_184358,trial_20260712_184135_263,8,G1 T_1-14,1.309077,True,0.82,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_184135_263_model_on_20260712_184358,trial_20260712_184135_263,14,G2 T_2-12,0.977401,True,0.82,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_184135_263_model_on_20260712_184358,trial_20260712_184135_263,30,G5 T_5-4,0.498677,True,0.6708,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_184135_263_model_on_20260712_184358,trial_20260712_184135_263,53,G8 T_8-12,0.737308,True,1.0,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_184135_263_model_on_20260712_184358,trial_20260712_184135_263,50,G8 T_8-19,0.639209,True,0.82,Adaptive,OP-03,VP-A,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_194828_885_model_on_20260712_195020,trial_20260712_194828_885,2,G1 T_1-3,1.130524,True,1.0,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_194828_885_model_on_20260712_195020,trial_20260712_194828_885,7,G1 T_1-13,0.810951,True,0.82,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_194828_885_model_on_20260712_195020,trial_20260712_194828_885,8,G1 T_1-14,1.065909,True,0.82,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_194828_885_model_on_20260712_195020,trial_20260712_194828_885,14,G2 T_2-12,0.505152,True,1.0,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_194828_885_model_on_20260712_195020,trial_20260712_194828_885,30,G5 T_5-4,0.912004,True,0.42588,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_194828_885_model_on_20260712_195020,trial_20260712_194828_885,50,G8 T_8-19,0.622307,True,0.82,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_194828_885_model_on_20260712_195020,trial_20260712_194828_885,53,G8 T_8-12,1.417266,True,0.6708,Adaptive,OP-02,VP-B,Tibia,TRE_GROUP_1
case_bonereg_tibia_pit_marker_trial_20260712_195051_242_model_on_20260712_195207,trial_20260712_195051_242,0,G1 T_1-1,1.382538,True,0.49364,Fixed k=10,OP-02,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_195051_242_model_on_20260712_195207,trial_20260712_195051_242,19,G3 T_3-7,3.165092,False,0.86,Fixed k=10,OP-02,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_195051_242_model_on_20260712_195207,trial_20260712_195051_242,35,G6 T_6-2,1.493991,True,1.0,Fixed k=10,OP-02,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_195051_242_model_on_20260712_195207,trial_20260712_195051_242,37,G6 T_6-5,1.004041,True,1.0,Fixed k=10,OP-02,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_195051_242_model_on_20260712_195207,trial_20260712_195051_242,52,G8 T_8-7,1.674935,True,0.82,Fixed k=10,OP-02,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_195051_242_model_on_20260712_195207,trial_20260712_195051_242,54,G8 T_8-21,0.561824,True,0.86,Fixed k=10,OP-02,VP-B,Tibia,TRE_GROUP_2
case_bonereg_tibia_pit_marker_trial_20260712_195051_242_model_on_20260712_195207,trial_20260712_195051_242,55,G8 T_8-16,1.326632,True,0.82,Fixed k=10,OP-02,VP-B,Tibia,TRE_GROUP_2
